Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_010963037.1 1050056 1050721 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete FrameShift Complete Complete
WP_010963039.1 1051198 1051845 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963040.1 1051952 1052344 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete
WP_010963041.1 1054135 1055460 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010963042.1 1055457 1055978 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963043.1 1057076 1058056 Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963044.1 1060468 1061934 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963045.1 1061988 1063091 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963048.1 1066079 1067059 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963049.1 1071112 1071351 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963050.1 1072449 1072937 Complete Complete Complete Missing Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963051.1 1076776 1077543 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963052.1 1077727 1079256 Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963054.1 1083338 1085788 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete Complete
WP_010963056.1 1085953 1086780 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963057.1 1086910 1088508 Missing Complete Complete Complete Missing Missing Complete FrameShift FrameShift FrameShift FrameShift Complete Complete FrameShift FrameShift Complete
WP_010963058.1 1088519 1089289 Complete Complete Complete Complete Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Missing
WP_010963059.1 1092439 1093503 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963060.1 1094461 1095654 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift
WP_010963061.1 1095918 1096982 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963062.1 1098113 1099099 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963065.1 1103187 1103492 Missing Complete Complete Complete Complete Complete Complete FrameShift FrameShift FrameShift Complete Complete Complete FrameShift FrameShift Complete
WP_010963066.1 1103569 1103871 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963067.1 1103979 1105505 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963068.1 1105879 1106694 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963070.1 1107447 1109609 Complete Complete Complete Complete Missing Missing Complete FrameShift FrameShift Complete FrameShift FrameShift Complete FrameShift FrameShift FrameShift
WP_010963071.1 1109671 1111368 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete FrameShift Complete Complete FrameShift FrameShift
WP_010963073.1 1113592 1114788 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete FrameShift Complete
WP_010963079.1 1125235 1126599 Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_010963080.1 1128763 1129368 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963082.1 1131312 1131623 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963083.1 1131648 1132133 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963084.1 1133152 1133949 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963085.1 1133953 1135113 Complete Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_010963087.1 1137344 1138285 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963088.1 1138278 1139285 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963089.1 1139705 1140976 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift Complete FrameShift Complete FrameShift FrameShift
WP_010963092.1 1142197 1143474 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963093.1 1144411 1146195 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Incomplete Complete Complete Incomplete
WP_010963094.1 1146340 1148682 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete FrameShift Complete Complete Complete FrameShift Complete
WP_010963095.1 1148701 1149300 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010963096.1 1149393 1152095 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete FrameShift
WP_010963098.1 1152726 1153601 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963099.1 1154156 1154683 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963100.1 1154769 1155356 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963102.1 1156134 1157009 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift Complete FrameShift Complete FrameShift Complete FrameShift
WP_010963103.1 1157013 1158164 Missing Complete Complete Complete Missing Missing Complete FrameShift Complete FrameShift FrameShift Complete Incomplete FrameShift FrameShift FrameShift
WP_010963104.1 1158202 1158402 Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete Complete Complete FrameShift Complete PrematureStop Complete
WP_010963109.1 1164598 1165440 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete FrameShift Complete FrameShift Complete
WP_010963111.1 1167168 1167782 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963112.1 1169541 1169918 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963113.1 1169915 1170271 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010963114.1 1170356 1171594 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Incomplete Complete
WP_010963115.1 1171707 1172288 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
